original_text,tokens,labels
መነሻዬ ድክድክ ባለድምጽ የልጆች መመሪያ በአማርኛና በእንግሊዝኛ መማሪያ ካርዶች ያሉት ለበለጠ መረጃ ከታች ያለውን ድህረ ገጽ ይጫኑ  ይደውሉ ወይም ያሉበት እንደርሳለን አዳዲስ ምርቶችን ከፈለጉ ቴሌግራም ቻናላችንን በመቀላቀል ቤተሰብ ይሁኑ,"['መነሻዬ', 'ድክድክ', 'ባለድምጽ', 'የልጆች', 'መመሪያ', 'በአማርኛና', 'በእንግሊዝኛ', 'መማሪያ', 'ካርዶች', 'ያሉት', 'ለበለጠ', 'መረጃ', 'ከታች', 'ያለውን', 'ድህረ', 'ገጽ', 'ይጫኑ', 'ይደውሉ', 'ወይም', 'ያሉበት', 'እንደርሳለን', 'አዳዲስ', 'ምርቶችን', 'ከፈለጉ', 'ቴሌግራም', 'ቻናላችንን', 'በመቀላቀል', 'ቤተሰብ', 'ይሁኑ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
የገላግሌ እህት ብራድ የሆነው ከራስ በላይ ችግር ፈቺ የሆኑ የግል ምቾትን እና ደህንነትን የሚጠብቁ ምርቶችን በቅርቡ ያቀርባል ። ወድ የገላግሌ እና የመነሻዬ ደንበኞቻችን ከራስ በላይ ምርቶችን በቀላሉ እንዲያገኙ ከዚህ በታች ባስቀመጥንልዎ ማስፈንጠሪያ ተጠቅመው ድረ ገጻችን ይቀላቀሉ ።,"['የገላግሌ', 'እህት', 'ብራድ', 'የሆነው', 'ከራስ', 'በላይ', 'ችግር', 'ፈቺ', 'የሆኑ', 'የግል', 'ምቾትን', 'እና', 'ደህንነትን', 'የሚጠብቁ', 'ምርቶችን', 'በቅርቡ', 'ያቀርባል', '።', 'ወድ', 'የገላግሌ', 'እና', 'የመነሻዬ', 'ደንበኞቻችን', 'ከራስ', 'በላይ', 'ምርቶችን', 'በቀላሉ', 'እንዲያገኙ', 'ከዚህ', 'በታች', 'ባስቀመጥንልዎ', 'ማስፈንጠሪያ', 'ተጠቅመው', 'ድረ', 'ገጻችን', 'ይቀላቀሉ', '።']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ውድ የገላግሌ ደንበኞቻችን እንኳን ለዓረፋ በዓል በሰላም አደረሳችሁ። በዓሉ የሰላም ፣ የጤና ፣ የፍቅር እንዲሆን የምንመኝልዎ ተወዳጆቹንና አዳዲሶቹን የገላግሌ ምርቶች በማቅረብ ጭምር ነው። በ የሚዘረጋ ሶፋና ፋራሽ ፣ የኤሌክትሪክ መጥበሻ ፣ በማኑዋልና በኤሌክትሪክ የሚሰሩ መፍጫዎችና የተለያዩ የፅዳት እቃዎችን ከኛ ዘንድ በብዛትም በጥራትም ያገኟቸዋል። በገላግሌ ምርቶች ስራዎን ያቅልሉ ፤ ኑሮዎን ያዘምኑ መልካም በዓል,"['ውድ', 'የገላግሌ', 'ደንበኞቻችን', 'እንኳን', 'ለዓረፋ', 'በዓል', 'በሰላም', 'አደረሳችሁ።', 'በዓሉ', 'የሰላም', '፣', 'የጤና', '፣', 'የፍቅር', 'እንዲሆን', 'የምንመኝልዎ', 'ተወዳጆቹንና', 'አዳዲሶቹን', 'የገላግሌ', 'ምርቶች', 'በማቅረብ', 'ጭምር', 'ነው።', 'በ', 'የሚዘረጋ', 'ሶፋና', 'ፋራሽ', '፣', 'የኤሌክትሪክ', 'መጥበሻ', '፣', 'በማኑዋልና', 'በኤሌክትሪክ', 'የሚሰሩ', 'መፍጫዎችና', 'የተለያዩ', 'የፅዳት', 'እቃዎችን', 'ከኛ', 'ዘንድ', 'በብዛትም', 'በጥራትም', 'ያገኟቸዋል።', 'በገላግሌ', 'ምርቶች', 'ስራዎን', 'ያቅልሉ', '፤', 'ኑሮዎን', 'ያዘምኑ', 'መልካም', 'በዓል']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
የሚዘረጋ ሶፋ የቤተሰብ ባለውለታ ከማረፊያ እስከ መተኛ ስትፈልጉ አልጋ የምታደርጉት ሁሌም አዲስ የማይረግብ የማይሟሽሽ ከተረጋገጠ ሶስት አመት ዋስትና ጋር ይዘዙን ያሉበት ድረስ እናመጣለን ገላግሌ,"['የሚዘረጋ', 'ሶፋ', 'የቤተሰብ', 'ባለውለታ', 'ከማረፊያ', 'እስከ', 'መተኛ', 'ስትፈልጉ', 'አልጋ', 'የምታደርጉት', 'ሁሌም', 'አዲስ', 'የማይረግብ', 'የማይሟሽሽ', 'ከተረጋገጠ', 'ሶስት', 'አመት', 'ዋስትና', 'ጋር', 'ይዘዙን', 'ያሉበት', 'ድረስ', 'እናመጣለን', 'ገላግሌ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ይህ ሶፋ እኮ ነው ሲዘረጋ ፍራሽ የሚሆነው ከሶስት አመት ዋስትና ጋር ስለምርቱ ማብራሪያ ከፈለጉ ከታች ያለውን ይጫኑ ገላግሌ ሶፋ ፋራሽ,"['ይህ', 'ሶፋ', 'እኮ', 'ነው', 'ሲዘረጋ', 'ፍራሽ', 'የሚሆነው', 'ከሶስት', 'አመት', 'ዋስትና', 'ጋር', 'ስለምርቱ', 'ማብራሪያ', 'ከፈለጉ', 'ከታች', 'ያለውን', 'ይጫኑ', 'ገላግሌ', 'ሶፋ', 'ፋራሽ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
የልጆች ደህንነት መጠበቂያ አድራሻ፦ ጉርድ ሾላ ሆሊ ሲቲ ሴንተር ኛ ፎቅ ይምጡ በመነሻዬ የልጅዎን መነሻ ያቅልሉ ይደውሉ ወይም,"['የልጆች', 'ደህንነት', 'መጠበቂያ', 'አድራሻ፦', 'ጉርድ', 'ሾላ', 'ሆሊ', 'ሲቲ', 'ሴንተር', 'ኛ', 'ፎቅ', 'ይምጡ', 'በመነሻዬ', 'የልጅዎን', 'መነሻ', 'ያቅልሉ', 'ይደውሉ', 'ወይም']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
ገላግሌ የልጆች ምግብ መስሪያ የልጆችን ልብ የሚያሸንፍ፣ የእናትን ጊዜ የሚቆጥብ ይቀቅላልይፈጫልያልማልፀረብክለትበራሱ የሚፀዳ ከፍተኛ ጉልበት ስላለው በፍጥነት ምግብ ያዘጋጃል የራሱ ሰአት መቆጣጠሪያ ያለው የተረጋገጠ የ አንድ ዓመት ዋስትና እንሰጣለን ይዘዙን ያሉበት ድረስ እናመጣለን  ውድ ደንበኛችን በስራችን ላይ ሀሳብ እና አስተያየት ካለዎት በዚህ ስልክ ደዉለዉ ያሳዉቁን። የልጆች,"['ገላግሌ', 'የልጆች', 'ምግብ', 'መስሪያ', 'የልጆችን', 'ልብ', 'የሚያሸንፍ፣', 'የእናትን', 'ጊዜ', 'የሚቆጥብ', 'ይቀቅላልይፈጫልያልማልፀረብክለትበራሱ', 'የሚፀዳ', 'ከፍተኛ', 'ጉልበት', 'ስላለው', 'በፍጥነት', 'ምግብ', 'ያዘጋጃል', 'የራሱ', 'ሰአት', 'መቆጣጠሪያ', 'ያለው', 'የተረጋገጠ', 'የ', 'አንድ', 'ዓመት', 'ዋስትና', 'እንሰጣለን', 'ይዘዙን', 'ያሉበት', 'ድረስ', 'እናመጣለን', 'ውድ', 'ደንበኛችን', 'በስራችን', 'ላይ', 'ሀሳብ', 'እና', 'አስተያየት', 'ካለዎት', 'በዚህ', 'ስልክ', 'ደዉለዉ', 'ያሳዉቁን።', 'የልጆች']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT']"
ለረጅም አመት በትምህርት ያገለገሉ ባለሙያዎች ስለ መነሻዬ ምን ይላሉ ይደውሉልን ለልጆዎ ትምርታዊ የሆነ መጫወቻ ከፈለጉ የመነሻዬ ቴሌግራም ይቀላቀሉ መነሻዬ,"['ለረጅም', 'አመት', 'በትምህርት', 'ያገለገሉ', 'ባለሙያዎች', 'ስለ', 'መነሻዬ', 'ምን', 'ይላሉ', 'ይደውሉልን', 'ለልጆዎ', 'ትምርታዊ', 'የሆነ', 'መጫወቻ', 'ከፈለጉ', 'የመነሻዬ', 'ቴሌግራም', 'ይቀላቀሉ', 'መነሻዬ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
በዓልን ምክንያት በማድረግ ሶስቱን በማይታመን ዋጋ በ ብር ብቻ በራሱ የሚጨነቅ መወልወያ ምንጣፍ መጥረጊያ የመስታወት መወልወያ ታላቅ ቅናሽ በ ብር ብቻ የተረጋገጠ የ አንድ ዓመት ዋስትና እንሰጣለን የማህበራዊ ሚዲያ ገፆቻችንን ይጎብኙ፦ ይዘዙን ያሉበት እናደርሳለን ከላይ ያለው ስልክ ካልተነሳ ወይም ለአስተያየት ይደውሉልን የተረጋገጠ የአንድ አመት ዋስትና እንሰጣለን ገላግሌ,"['በዓልን', 'ምክንያት', 'በማድረግ', 'ሶስቱን', 'በማይታመን', 'ዋጋ', 'በ', 'ብር', 'ብቻ', 'በራሱ', 'የሚጨነቅ', 'መወልወያ', 'ምንጣፍ', 'መጥረጊያ', 'የመስታወት', 'መወልወያ', 'ታላቅ', 'ቅናሽ', 'በ', 'ብር', 'ብቻ', 'የተረጋገጠ', 'የ', 'አንድ', 'ዓመት', 'ዋስትና', 'እንሰጣለን', 'የማህበራዊ', 'ሚዲያ', 'ገፆቻችንን', 'ይጎብኙ፦', 'ይዘዙን', 'ያሉበት', 'እናደርሳለን', 'ከላይ', 'ያለው', 'ስልክ', 'ካልተነሳ', 'ወይም', 'ለአስተያየት', 'ይደውሉልን', 'የተረጋገጠ', 'የአንድ', 'አመት', 'ዋስትና', 'እንሰጣለን', 'ገላግሌ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT']"
ገላግሌ የልጆች ምግብ መስሪያ ይህን ያህል ቀሏል ይቀቅላልይፈጫልያልማልፀረብክለትበራሱ የሚፀዳ ከፍተኛ ጉልበት ስላለው በፍጥነት ምግብ ያዘጋጃል የራሱ ሰአት መቆጣጠሪያ ያለው የተረጋገጠ የ አንድ ዓመት ዋስትና እንሰጣለን ይዘዙን ያሉበት ድረስ እናመጣለን  ውድ ደንበኛችን በስራችን ላይ ሀሳብ እና አስተያየት ካለዎት በዚህ ስልክ ደዉለዉ ያሳዉቁን። የልጆች,"['ገላግሌ', 'የልጆች', 'ምግብ', 'መስሪያ', 'ይህን', 'ያህል', 'ቀሏል', 'ይቀቅላልይፈጫልያልማልፀረብክለትበራሱ', 'የሚፀዳ', 'ከፍተኛ', 'ጉልበት', 'ስላለው', 'በፍጥነት', 'ምግብ', 'ያዘጋጃል', 'የራሱ', 'ሰአት', 'መቆጣጠሪያ', 'ያለው', 'የተረጋገጠ', 'የ', 'አንድ', 'ዓመት', 'ዋስትና', 'እንሰጣለን', 'ይዘዙን', 'ያሉበት', 'ድረስ', 'እናመጣለን', 'ውድ', 'ደንበኛችን', 'በስራችን', 'ላይ', 'ሀሳብ', 'እና', 'አስተያየት', 'ካለዎት', 'በዚህ', 'ስልክ', 'ደዉለዉ', 'ያሳዉቁን።', 'የልጆች']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT']"
የልጄን የስክሪን ሰአት እንዴት ልገድብ ይህ የልጆች ጉዳይ ነው ከታች ያለውን ማስፈንጠሪያ ይጫኑ,"['የልጄን', 'የስክሪን', 'ሰአት', 'እንዴት', 'ልገድብ', 'ይህ', 'የልጆች', 'ጉዳይ', 'ነው', 'ከታች', 'ያለውን', 'ማስፈንጠሪያ', 'ይጫኑ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
የሂሳብ ሊቅ መነሻ ጥቅል የአለም ቋንቋ ከቻሉ እዳዉ ገብስ ነው ቁጥርን ከመቁጠር ጀምሮ ሂሳብን በቀላሉ የሚማሩበት ለበለጠ መረጃ ከታች ያለውን ማስፈንጠሪያ ይጫኑ  ይደውሉ ወይም ያሉበት እንደርሳለን,"['የሂሳብ', 'ሊቅ', 'መነሻ', 'ጥቅል', 'የአለም', 'ቋንቋ', 'ከቻሉ', 'እዳዉ', 'ገብስ', 'ነው', 'ቁጥርን', 'ከመቁጠር', 'ጀምሮ', 'ሂሳብን', 'በቀላሉ', 'የሚማሩበት', 'ለበለጠ', 'መረጃ', 'ከታች', 'ያለውን', 'ማስፈንጠሪያ', 'ይጫኑ', 'ይደውሉ', 'ወይም', 'ያሉበት', 'እንደርሳለን']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
የልጆዎን መነሻ ማደላደል ለሚፈልግ ወላጅ,"['የልጆዎን', 'መነሻ', 'ማደላደል', 'ለሚፈልግ', 'ወላጅ']","['O', 'O', 'O', 'O', 'O']"
ቱን በአንድ ላይ  ምንጣፍ መጥረጊያ እና መስታወት ማፅጃ በ ምንጣፍ መጥረጊያ እና መስታወት ማፅጃ ሁለቱን በአንድ ላይ መሰታወት ማፅጃ ለእንከን አልባ ፅዳት ያለ ኤሌክትሪክ ፈር ላለውም ለሌለውም የሚሆን ደቃቅ ቆሻሻዎችን ሳያስቀር ልቅ ም አድርጎ የሚያፀዳ የተረጋገጠ የ አንድ ዓመት ዋስትና እንሰጣለን ሁለቱን በአንድ ላይ አድራሻ ፦ ጉርድ ሾላ ሆሊ ሲቲ ሴንተር ኛ ፎቅ ፒያሳ ካንትሪ ታወር ኛ ፎቅ፤ ጀሞ ደሊና ህንፃ ምድር ላይ ውልና ማስረጃ ያለበት ህንፃ ገርጂ መብራት ሃይል ፋውንቴን ህንፃ ፊት ለፊት ገላግሌ,"['ቱን', 'በአንድ', 'ላይ', 'ምንጣፍ', 'መጥረጊያ', 'እና', 'መስታወት', 'ማፅጃ', 'በ', 'ምንጣፍ', 'መጥረጊያ', 'እና', 'መስታወት', 'ማፅጃ', 'ሁለቱን', 'በአንድ', 'ላይ', 'መሰታወት', 'ማፅጃ', 'ለእንከን', 'አልባ', 'ፅዳት', 'ያለ', 'ኤሌክትሪክ', 'ፈር', 'ላለውም', 'ለሌለውም', 'የሚሆን', 'ደቃቅ', 'ቆሻሻዎችን', 'ሳያስቀር', 'ልቅ', 'ም', 'አድርጎ', 'የሚያፀዳ', 'የተረጋገጠ', 'የ', 'አንድ', 'ዓመት', 'ዋስትና', 'እንሰጣለን', 'ሁለቱን', 'በአንድ', 'ላይ', 'አድራሻ', '፦', 'ጉርድ', 'ሾላ', 'ሆሊ', 'ሲቲ', 'ሴንተር', 'ኛ', 'ፎቅ', 'ፒያሳ', 'ካንትሪ', 'ታወር', 'ኛ', 'ፎቅ፤', 'ጀሞ', 'ደሊና', 'ህንፃ', 'ምድር', 'ላይ', 'ውልና', 'ማስረጃ', 'ያለበት', 'ህንፃ', 'ገርጂ', 'መብራት', 'ሃይል', 'ፋውንቴን', 'ህንፃ', 'ፊት', 'ለፊት', 'ገላግሌ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC']"
ድክዬ ባለ ድምፅ የህፃናት መመሪያ ልጆችዎ ድክ ድክ ብለው ንግግር ይጀምሩ ድክዬ ድክዬ ድክ ድክዬ ሰምቼ ማልጠግባት ውብ መማሪያዬ የመጀመሪያ ደረጃ ባለድምፅ የልጆች መማሪያ በአማርኛ እና በእንግሊዘኛ ቋንቋ ትምህርት ቤት ላልገቡ ቤት ውስጥ ለተቀመጡ ህፃን ተመራጭ በቻርጅም በባትሪም የሚሰራ ሲሆን ወደተፈለገው ቦታ ይዞ ለመንቀሳቀስ ምቹ። የመነሻዬ ድክድክ ማብራሪያ ከነ ዋጋ ለማወቅ ከታች ያለውን መስፈንጠሪያ ይጫኑ  ይደውሉ ወይም ያሉበት እንደርሳለን  አድራሻ፦ ጉርድ ሾላ ሆሊ ሲቲ ሴንተር ፤ ፒያሳ ካንትሪ ታወር ፤ ጀሞ ደሊና ሞል ፤ ገርጂ ከፋውንቴን ህንፃ ፊት ለፊት ውድ ደንበኛችን በስራችን ላይ ሀሳብ እና አስተያየት ካለዎት ብቻ በዚህ ስልክ ደዉለዉ ያሳዉቁን። መነሻዬገላግሌ መነሻዬ ድክድክ,"['ድክዬ', 'ባለ', 'ድምፅ', 'የህፃናት', 'መመሪያ', 'ልጆችዎ', 'ድክ', 'ድክ', 'ብለው', 'ንግግር', 'ይጀምሩ', 'ድክዬ', 'ድክዬ', 'ድክ', 'ድክዬ', 'ሰምቼ', 'ማልጠግባት', 'ውብ', 'መማሪያዬ', 'የመጀመሪያ', 'ደረጃ', 'ባለድምፅ', 'የልጆች', 'መማሪያ', 'በአማርኛ', 'እና', 'በእንግሊዘኛ', 'ቋንቋ', 'ትምህርት', 'ቤት', 'ላልገቡ', 'ቤት', 'ውስጥ', 'ለተቀመጡ', 'ህፃን', 'ተመራጭ', 'በቻርጅም', 'በባትሪም', 'የሚሰራ', 'ሲሆን', 'ወደተፈለገው', 'ቦታ', 'ይዞ', 'ለመንቀሳቀስ', 'ምቹ።', 'የመነሻዬ', 'ድክድክ', 'ማብራሪያ', 'ከነ', 'ዋጋ', 'ለማወቅ', 'ከታች', 'ያለውን', 'መስፈንጠሪያ', 'ይጫኑ', 'ይደውሉ', 'ወይም', 'ያሉበት', 'እንደርሳለን', 'አድራሻ፦', 'ጉርድ', 'ሾላ', 'ሆሊ', 'ሲቲ', 'ሴንተር', '፤', 'ፒያሳ', 'ካንትሪ', 'ታወር', '፤', 'ጀሞ', 'ደሊና', 'ሞል', '፤', 'ገርጂ', 'ከፋውንቴን', 'ህንፃ', 'ፊት', 'ለፊት', 'ውድ', 'ደንበኛችን', 'በስራችን', 'ላይ', 'ሀሳብ', 'እና', 'አስተያየት', 'ካለዎት', 'ብቻ', 'በዚህ', 'ስልክ', 'ደዉለዉ', 'ያሳዉቁን።', 'መነሻዬገላግሌ', 'መነሻዬ', 'ድክድክ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT']"
ልጆቼ ትምህርት እንዲወዱ ምን ላድርግ ይህ የልጆች ጉዳይ ነው ከታች ያለውን ማስፈንጠሪያ ይጫኑ,"['ልጆቼ', 'ትምህርት', 'እንዲወዱ', 'ምን', 'ላድርግ', 'ይህ', 'የልጆች', 'ጉዳይ', 'ነው', 'ከታች', 'ያለውን', 'ማስፈንጠሪያ', 'ይጫኑ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
የቀለሜ መነሻ ጥቅል በዉስጡ ባለድምጽ መማሪያ ፓድ፤ መነሻዬ ኤሌክትሮኒክ ሰሌዳ ፤ልጆች ደጋግመው የሚፅፉበት ፤ የፃፉትን በቀላሉ የሚያጠፉበትን መጽሀፍቶችን ያካተተ ነዉ። ለበለጠ ለማወቅ ከታች ያለውን ሊንክ ይጫኑ  መነሻዬ ቀለሜጥቅል,"['የቀለሜ', 'መነሻ', 'ጥቅል', 'በዉስጡ', 'ባለድምጽ', 'መማሪያ', 'ፓድ፤', 'መነሻዬ', 'ኤሌክትሮኒክ', 'ሰሌዳ', '፤ልጆች', 'ደጋግመው', 'የሚፅፉበት', '፤', 'የፃፉትን', 'በቀላሉ', 'የሚያጠፉበትን', 'መጽሀፍቶችን', 'ያካተተ', 'ነዉ።', 'ለበለጠ', 'ለማወቅ', 'ከታች', 'ያለውን', 'ሊንክ', 'ይጫኑ', 'መነሻዬ', 'ቀለሜጥቅል']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ስለምርቱ እኛ ሳንሆን የተጠቀሙበት መስክረውለታል የልጆች ጠረቤዛ ከነወንበር በጣም ጠንካራ ማንጠልጠያ ያለው በፈለጉት መጠን ከፍ ዝቅ የሚያረጉት የራሱ መሳቢያ ያለው ከላይ የተገጠመለት መጽሐፍ ማስቀመጫ ያለው እያዩ እንዲጽፉ የሚያስችላቸው ይዘዙን ያሉበት እናደርሳለን የመነሻዬ ቴሌግራም ቻናል ይቀላቀሉ,"['ስለምርቱ', 'እኛ', 'ሳንሆን', 'የተጠቀሙበት', 'መስክረውለታል', 'የልጆች', 'ጠረቤዛ', 'ከነወንበር', 'በጣም', 'ጠንካራ', 'ማንጠልጠያ', 'ያለው', 'በፈለጉት', 'መጠን', 'ከፍ', 'ዝቅ', 'የሚያረጉት', 'የራሱ', 'መሳቢያ', 'ያለው', 'ከላይ', 'የተገጠመለት', 'መጽሐፍ', 'ማስቀመጫ', 'ያለው', 'እያዩ', 'እንዲጽፉ', 'የሚያስችላቸው', 'ይዘዙን', 'ያሉበት', 'እናደርሳለን', 'የመነሻዬ', 'ቴሌግራም', 'ቻናል', 'ይቀላቀሉ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT']"
